1.30000000000000e+00 -1.59884971356490e+00	-1.60440435281312e+00	-1.40019408568207e+00 -1.59243190363574e+00 5.10021010612289e-04 -1.59661388324482e+00 2.62192736937109e-04 -1.59698111420080e+00 1.60832931116349e-04
1.35000000000000e+00 -1.61694371354807e+00	-1.62268008245142e+00	-1.41274707938730e+00 -1.61071708003980e+00 4.97494752851010e-04 -1.61498639038201e+00 2.56837676238209e-04 -1.61519930707074e+00 1.53956205168260e-04
1.40000000000000e+00 -1.63564651392606e+00	-1.64148891118565e+00	-1.42666747305999e+00 -1.63036029485492e+00 5.22037536429084e-04 -1.63366029845509e+00 2.52543327071302e-04 -1.63396622255047e+00 1.47300203715299e-04
1.45000000000000e+00 -1.65493570470918e+00	-1.66082197705493e+00	-1.44200731403372e+00 -1.64996138289764e+00 5.23339426431172e-04 -1.65313286235332e+00 2.44964288741153e-04 -1.65335974248486e+00 1.40468696986544e-04
1.50000000000000e+00 -1.67478894229487e+00	-1.68066858045307e+00	-1.45881595298375e+00 -1.66990467659220e+00 5.18988744312227e-04 -1.67300835127446e+00 2.38576777370506e-04 -1.67328522223776e+00 1.32812311641149e-04
1.55000000000000e+00 -1.69518411306104e+00	-1.70101652642005e+00	-1.47714020634860e+00 -1.69024989629113e+00 4.88213932410483e-04 -1.69353443800424e+00 2.36993559103763e-04 -1.69375489289494e+00 1.26391876760714e-04
1.60000000000000e+00 -1.71609946607042e+00	-1.72185244884980e+00	-1.49702451282211e+00 -1.71212251269520e+00 4.86274755527783e-04 -1.71457507924160e+00 2.31281923676622e-04 -1.71475626039712e+00 1.20352839932232e-04
1.65000000000000e+00 -1.73751371859640e+00	-1.74316210580992e+00	-1.51851108249644e+00 -1.73390627370828e+00 4.77142584625019e-04 -1.73609769393097e+00 2.35286126703063e-04 -1.73624043962807e+00 1.15220553548473e-04
1.70000000000000e+00 -1.75940613805540e+00	-1.76493064092666e+00	-1.54164003788703e+00 -1.75526860180473e+00 4.83737796747010e-04 -1.75805413252135e+00 2.15882035676153e-04 -1.75820428326044e+00 1.08500162267465e-04
1.75000000000000e+00 -1.78175660370279e+00	-1.78714280954115e+00	-1.56644954651954e+00 -1.77803225565596e+00 4.76345105834408e-04 -1.78038569382545e+00 2.09615041849882e-04 -1.78059872459353e+00 1.03970942364649e-04
1.80000000000000e+00 -1.80454565115830e+00	-1.80978317067579e+00	-1.59245693355617e+00 -1.80169850157891e+00 4.76909515859677e-04 -1.80330641996701e+00 2.04158397244279e-04 -1.80349093346955e+00 9.86120397973535e-05
1.85000000000000e+00 -1.82775450251133e+00	-1.83283624720255e+00	-1.61885987152265e+00 -1.82502514310176e+00 4.47173827633193e-04 -1.82669787869983e+00 2.09446539437705e-04 -1.82675394808007e+00 9.31442238098735e-05
1.90000000000000e+00 -1.85136508443787e+00	-1.85628665729576e+00	-1.64562587404493e+00 -1.84885209490280e+00 4.45679593788745e-04 -1.85041504105998e+00 1.94374414901341e-04 -1.85044946089099e+00 8.92720423408619e-05
1.95000000000000e+00 -1.87536003645381e+00	-1.88011922051138e+00	-1.67273307012591e+00 -1.87245011726559e+00 4.34386221677307e-04 -1.87418570518263e+00 1.88399224895668e-04 -1.87449338405855e+00 8.40317529961732e-05
2.00000000000000e+00 -1.89972271114248e+00	-1.90431904182105e+00	-1.70016116637280e+00 -1.89745241567706e+00 4.49700525533590e-04 -1.89888358293446e+00 1.78902156255035e-04 -1.89896957375287e+00 8.00757167376502e-05
